chromosome	start	end	length	SV
Chr5	876023	876599	576	DEL
Chr5	971397	971515	118	DUP
Chr5	971466	971582	116	DUP
Chr5	1017969	1018043	74	DEL
Chr5	1109276	1109329	53	DEL
Chr5	1065392	1067013	1621	DUP
Chr5	1065537	1067905	2368	DUP
Chr5	1164129	1164901	772	DUP
Chr5	1180517	1181413	896	TL
Chr5	1203581	1203744	163	DUP
Chr5	1237367	1237452	85	DEL
Chr5	1342277	1343167	890	TL
Chr5	1515163	1515529	366	DUP
Chr5	1515166	1516304	1138	TL
Chr5	1675094	1675178	84	DEL
Chr5	1822962	1823235	273	INS
Chr5	1837007	1837133	126	DEL
Chr5	1607530	1607648	118	DUP
Chr5	2014669	2014822	153	INS
Chr5	2186835	2189208	2373	DUP
Chr5	2188282	2188355	73	DEL
Chr5	2261528	2261610	82	INS
Chr5	2289063	2289711	648	DUP
Chr5	2347731	2348651	920	DUP
Chr5	2427493	2427610	117	INS
Chr5	2597829	2598268	439	INS
Chr5	2603153	2605544	2391	TL
Chr5	2615246	2615318	72	INS
Chr5	2936071	2936174	103	DEL
Chr5	3016026	3017648	1622	INS
Chr5	2973097	2973391	294	DUP
Chr5	2981284	2984074	2790	DUP
Chr5	3018686	3019529	843	DUP
Chr5	3019523	3019829	306	DUP
Chr5	3019832	3020198	366	TL
Chr5	3019947	3020196	249	DUP
Chr5	3036267	3036335	68	INS
Chr5	3114300	3116667	2367	DUP
Chr5	3160467	3160526	59	DEL
Chr5	3252872	3252933	61	INS
Chr5	3161605	3162431	826	DUP
Chr5	3246907	3247261	354	DUP
Chr5	3247422	3247588	166	DUP
Chr5	3247647	3250252	2605	DUP
Chr5	3250392	3250569	177	DUP
Chr5	3250740	3251566	826	DUP
Chr5	3251481	3252561	1080	DUP
Chr5	3252584	3253025	441	DUP
Chr5	3253026	3253126	100	DUP
Chr5	3253118	3253310	192	DUP
Chr5	3327303	3327374	71	DEL
Chr5	3330889	3330968	79	DEL
Chr5	3327037	3327627	590	DUP
Chr5	3497412	3497480	68	INS
Chr5	3542755	3542815	60	INS
Chr5	3578482	3578573	91	DEL
Chr5	3587160	3587918	758	DEL
Chr5	3639439	3639489	50	INS
Chr5	3628073	3628311	238	DUP
Chr5	3688460	3688729	269	DUP
Chr5	3715244	3715296	52	DEL
Chr5	3723250	3723590	340	DEL
Chr5	3861842	3862101	259	DEL
Chr5	3903104	3904230	1126	DUP
Chr5	3903105	3904068	963	DUP
Chr5	3909529	3909856	327	DUP
Chr5	4007442	4007550	108	INS
Chr5	4106086	4116220	10134	DUP
Chr5	4125949	4126386	437	DUP
Chr5	4198734	4199339	605	TL
Chr5	4198736	4199340	604	DUP
Chr5	4208083	4213084	5001	DUP
Chr5	4238121	4238202	81	INS
Chr5	4221830	4221891	61	DEL
Chr5	4495234	4495658	424	DUP
Chr5	4495234	4495658	424	DUP
Chr5	4529575	4530324	749	DUP
Chr5	4645796	4645846	50	DEL
Chr5	4736940	4737901	961	DUP
Chr5	4776027	4776329	302	DUP
Chr5	4776032	4776330	298	DUP
Chr5	4780210	4781280	1070	DUP
Chr5	4787631	4788012	381	DUP
Chr5	4788506	4791367	2861	DUP
Chr5	4791577	4794061	2484	DUP
Chr5	4794124	4794414	290	DUP
Chr5	4794662	4795525	863	DUP
Chr5	4795519	4795659	140	DUP
Chr5	4795658	4796063	405	DUP
Chr5	4796579	4796993	414	DUP
Chr5	4796579	4797775	1196	TL
Chr5	4799572	4799705	133	DUP
Chr5	4821800	4821967	167	DEL
Chr5	4799765	4799909	144	DUP
Chr5	4872683	4873104	421	DUP
Chr5	4907635	4908386	751	DUP
Chr5	4970446	4971027	581	DUP
Chr5	5029428	5029528	100	DEL
Chr5	4978255	4978368	113	DUP
Chr5	4987229	4988871	1642	DUP
Chr5	5063186	5063612	426	DUP
Chr5	5097449	5098534	1085	DUP
Chr5	5111367	5114786	3419	DUP
Chr5	5128491	5129834	1343	DUP
Chr5	5217381	5221255	3874	TL
Chr5	5217913	5221258	3345	DUP
Chr5	5288375	5289021	646	DUP
Chr5	5363323	5363392	69	INS
Chr5	5383154	5384212	1058	DUP
Chr5	5428659	5428931	272	DUP
Chr5	5542259	5542342	83	INS
Chr5	5584142	5584485	343	DEL
Chr5	5629978	5635306	5328	DUP
Chr5	5638181	5638382	201	DUP
Chr5	5643929	5646859	2930	TL
Chr5	5644925	5646869	1944	DUP
Chr5	5647900	5648763	863	DUP
Chr5	5701350	5702994	1644	TL
Chr5	5702286	5702915	629	DUP
Chr5	5858243	5858293	50	DEL
Chr5	5938729	5938823	94	DEL
Chr5	5961911	5962103	192	DEL
Chr5	5971002	5971079	77	INS
Chr5	5801278	5802087	809	DUP
Chr5	5801279	5802087	808	DUP
Chr5	5976783	5977351	568	DUP
Chr5	5976786	5978044	1258	DUP
Chr5	5976786	5978053	1267	DUP
Chr5	5976786	5978056	1270	DUP
Chr5	5976790	5978044	1254	DUP
Chr5	5977371	5978025	654	DUP
Chr5	6047936	6048111	175	DEL
Chr5	6072541	6073050	509	TL
Chr5	6169924	6170553	629	INS
Chr5	6205812	6212592	6780	DUP
Chr5	6230058	6230118	60	INS
Chr5	6296801	6298226	1425	DUP
Chr5	6300420	6300965	545	DUP
Chr5	6398161	6398406	245	DUP
Chr5	6403053	6408056	5003	TL
Chr5	6430719	6430771	52	INS
Chr5	6449646	6449791	145	DEL
Chr5	6473601	6473656	55	INS
Chr5	6571699	6571878	179	INS
Chr5	6444188	6444592	404	DUP
Chr5	6630719	6635472	4753	TL
Chr5	6655067	6655140	73	DEL
Chr5	6693486	6693592	106	DEL
Chr5	6701927	6702434	507	TL
Chr5	6771313	6771363	50	DEL
Chr5	6834814	6835011	197	INS
Chr5	6883829	6884516	687	INS
Chr5	6913795	6915009	1214	DUP
Chr5	6915008	6915535	527	DUP
Chr5	6919078	6919550	472	DUP
Chr5	6926021	6926463	442	DUP
Chr5	6960638	6960698	60	DEL
Chr5	6927064	6930883	3819	DUP
Chr5	6982218	6983549	1331	TL
Chr5	7027430	7039193	11763	TL
Chr5	7044617	7044669	52	DEL
Chr5	7056137	7057391	1254	DUP
Chr5	7057517	7058580	1063	DUP
Chr5	7044524	7045373	849	INS
Chr5	7069988	7070518	530	DUP
Chr5	7075337	7076354	1017	DUP
Chr5	7153182	7154440	1258	TL
Chr5	7153184	7153775	591	DUP
Chr5	7182347	7182425	78	INS
Chr5	7215120	7215225	105	DEL
Chr5	7268614	7268730	116	DEL
Chr5	7352027	7352698	671	DUP
Chr5	7430792	7431006	214	DEL
Chr5	7412811	7414282	1471	DUP
Chr5	7414278	7416088	1810	DUP
Chr5	7417331	7417908	577	DUP
Chr5	7467444	7468041	597	DUP
Chr5	7488093	7488979	886	TL
Chr5	7498032	7499414	1382	DEL
Chr5	7513900	7514440	540	TL
Chr5	7522556	7523583	1027	DEL
Chr5	7556988	7557038	50	INS
Chr5	7657094	7657788	694	INS
Chr5	7700636	7701182	546	DUP
Chr5	7702781	7702831	50	DEL
Chr5	7703050	7706975	3925	DUP
Chr5	7711131	7711960	829	DUP
Chr5	7711194	7712914	1720	DUP
Chr5	7712650	7712929	279	TL
Chr5	7712933	7713223	290	TL
Chr5	7755754	7755809	55	INS
Chr5	7739128	7739386	258	DEL
Chr5	7835399	7835866	467	INS
Chr5	7818077	7819005	928	DUP
Chr5	7825729	7825959	230	DEL
Chr5	7885730	7886076	346	DUP
Chr5	7892958	7893516	558	DUP
Chr5	8012962	8013015	53	DEL
Chr5	8057442	8057666	224	INS
Chr5	8063898	8064572	674	DUP
Chr5	8127318	8127477	159	INS
Chr5	8123109	8123380	271	DUP
Chr5	8123395	8123553	158	DUP
Chr5	8147600	8148238	638	DUP
Chr5	8212947	8213038	91	INS
Chr5	8173990	8174174	184	DUP
Chr5	8204487	8204988	501	DUP
Chr5	8206750	8210308	3558	DUP
Chr5	8219481	8219615	134	DEL
Chr5	8223284	8223376	92	DEL
Chr5	8268624	8269315	691	INS
Chr5	8246750	8247406	656	DEL
Chr5	8280717	8281723	1006	DUP
Chr5	8312166	8313099	933	TL
Chr5	8313097	8314181	1084	TL
Chr5	8322620	8322882	262	TL
Chr5	8344908	8344967	59	DEL
Chr5	8440420	8443737	3317	INS
Chr5	8368956	8369115	159	DUP
Chr5	8398091	8398382	291	TL
Chr5	8404440	8405119	679	DUP
Chr5	8430236	8430324	88	DEL
Chr5	8516276	8516410	134	INS
Chr5	8446247	8446456	209	DUP
Chr5	8503222	8504097	875	DUP
Chr5	8505047	8507110	2063	TL
Chr5	8556261	8556555	294	DEL
Chr5	8571583	8577837	6254	TL
Chr5	8624511	8629382	4871	DUP
Chr5	8692556	8692759	203	INS
Chr5	8675304	8676493	1189	DUP
Chr5	8739805	8743349	3544	DUP
Chr5	8744624	8746703	2079	DUP
Chr5	8746700	8746891	191	DUP
Chr5	8748928	8749472	544	TL
Chr5	8765710	8767804	2094	DUP
Chr5	8826387	8826695	308	DUP
Chr5	8828187	8828336	149	DUP
Chr5	8888436	8888498	62	INS
Chr5	8896018	8896101	83	INS
Chr5	8846367	8847100	733	DUP
Chr5	8896648	8897718	1070	DUP
Chr5	8945096	8945265	169	DEL
Chr5	8902000	8902395	395	DUP
Chr5	8928415	8934328	5913	DUP
Chr5	9052056	9052589	533	INS
Chr5	9029704	9030650	946	DUP
Chr5	9043905	9044109	204	DUP
Chr5	9043905	9046161	2256	DUP
Chr5	9061492	9062535	1043	DEL
Chr5	9068169	9068735	566	TL
Chr5	9069318	9069814	496	DUP
Chr5	9075987	9076846	859	DEL
Chr5	9092668	9094772	2104	DUP
Chr5	9093813	9094772	959	DUP
Chr5	9102060	9102800	740	DUP
Chr5	9129454	9132924	3470	INV
Chr5	9133952	9134294	342	DUP
Chr5	9181650	9182761	1111	DUP
Chr5	9182233	9186623	4390	DUP
Chr5	9184219	9188526	4307	DUP
Chr5	9188313	9188526	213	DUP
Chr5	9252438	9252549	111	INS
Chr5	9211109	9218666	7557	TL
Chr5	9222033	9222908	875	DUP
Chr5	9222037	9222867	830	DUP
Chr5	9247821	9247879	58	DEL
Chr5	9271248	9271397	149	DEL
Chr5	9272140	9274195	2055	TL
Chr5	9274193	9274533	340	DUP
Chr5	9354824	9354874	50	INS
Chr5	9325761	9325837	76	DEL
Chr5	9290873	9291387	514	DUP
Chr5	9321776	9322029	253	DUP
Chr5	9368943	9369929	986	DUP
Chr5	9371972	9372522	550	DUP
Chr5	9381706	9386621	4915	TL
Chr5	9383800	9385883	2083	DUP
Chr5	9386460	9386622	162	DUP
Chr5	9388634	9392279	3645	DEL
Chr5	9427018	9427068	50	DEL
Chr5	9457853	9458558	705	DUP
Chr5	9561035	9561092	57	INS
Chr5	9463500	9465645	2145	DUP
Chr5	9527464	9528908	1444	DUP
Chr5	9529664	9531269	1605	DUP
Chr5	9544451	9545600	1149	TL
Chr5	9557650	9558217	567	TL
Chr5	9558185	9559507	1322	DUP
Chr5	9561928	9570368	8440	TL
Chr5	9561935	9571088	9153	DUP
Chr5	9563679	9571088	7409	DUP
Chr5	9563679	9571089	7410	DUP
Chr5	9590409	9590862	453	DUP
Chr5	9595375	9595440	65	DEL
Chr5	9595750	9595823	73	DEL
Chr5	9601051	9605279	4228	DEL
Chr5	9639009	9639764	755	DUP
Chr5	9639750	9639973	223	DUP
Chr5	9649393	9649785	392	DUP
Chr5	9730832	9731348	516	INS
Chr5	9747377	9747770	393	DEL
Chr5	9738735	9740977	2242	DUP
Chr5	9753628	9754158	530	DUP
Chr5	9823157	9824053	896	INS
Chr5	9759809	9760282	473	DUP
Chr5	9869770	9869831	61	INS
Chr5	9873513	9873587	74	INS
Chr5	9817739	9817828	89	DEL
Chr5	9943773	9943832	59	INS
Chr5	9762350	9763135	785	DUP
Chr5	9818330	9818950	620	DUP
Chr5	9876729	9877436	707	DUP
Chr5	9970739	9972099	1360	INS
Chr5	9904125	9904175	50	DEL
Chr5	9979236	9980316	1080	INS
Chr5	9930928	9931859	931	DUP
Chr5	9930928	9932122	1194	TL
Chr5	9931009	9932119	1110	DUP
Chr5	9931851	9932122	271	DUP
Chr5	9932444	9933912	1468	DUP
Chr5	9962947	9965017	2070	TL
Chr5	9994835	9995522	687	DUP
Chr5	9997588	9999580	1992	DUP
Chr5	10000540	10001208	668	DUP
Chr5	10035881	10036313	432	DUP
Chr5	10035881	10036313	432	DUP
Chr5	10041811	10042374	563	DUP
Chr5	10041811	10042375	564	DUP
Chr5	10042930	10043407	477	TL
Chr5	10048268	10048923	655	DUP
Chr5	10059784	10064807	5023	DUP
Chr5	10059785	10064807	5022	DUP
Chr5	10059786	10064622	4836	DUP
Chr5	10059786	10064807	5021	DUP
Chr5	10061370	10062225	855	DUP
Chr5	10062266	10064807	2541	DUP
Chr5	10072219	10072888	669	TL
Chr5	10072259	10072882	623	DUP
Chr5	10076273	10077505	1232	DUP
Chr5	10077652	10081505	3853	TL
Chr5	10084244	10084582	338	DUP
Chr5	10087603	10087784	181	DUP
Chr5	10087779	10088276	497	DUP
Chr5	10087779	10088747	968	DUP
Chr5	10105114	10106821	1707	DUP
Chr5	10106825	10109157	2332	DUP
Chr5	10108569	10114553	5984	DUP
Chr5	10108728	10109337	609	DUP
Chr5	10109449	10114552	5103	DUP
Chr5	10110684	10112173	1489	DUP
Chr5	10112004	10112801	797	DUP
Chr5	10112512	10114550	2038	DUP
Chr5	10114823	10115706	883	DUP
Chr5	10141113	10141797	684	DEL
Chr5	10152043	10153031	988	TL
Chr5	10153031	10153986	955	DUP
Chr5	10153985	10154824	839	DUP
Chr5	10154828	10159607	4779	DUP
Chr5	10159602	10160908	1306	TL
Chr5	10160975	10162508	1533	DUP
Chr5	10179194	10179691	497	DEL
Chr5	10253440	10254379	939	INS
Chr5	10187479	10188284	805	DUP
Chr5	10197282	10198019	737	DUP
Chr5	10198052	10205704	7652	DUP
Chr5	10201286	10205699	4413	DUP
Chr5	10205106	10205708	602	DUP
Chr5	10210111	10212222	2111	DUP
Chr5	10288082	10288137	55	INS
Chr5	10296827	10296888	61	INS
Chr5	10243515	10243707	192	DUP
Chr5	10244899	10247694	2795	DUP
Chr5	10247692	10250487	2795	DUP
Chr5	10248580	10249147	567	DUP
Chr5	10250485	10253280	2795	DUP
Chr5	10251970	10253133	1163	DUP
Chr5	10253278	10253933	655	DUP
Chr5	10253666	10255324	1658	DUP
Chr5	10254164	10255323	1159	DUP
Chr5	10268941	10271035	2094	DUP
Chr5	10268945	10269395	450	DUP
Chr5	10268978	10271035	2057	DUP
Chr5	10268984	10271026	2042	DUP
Chr5	10308307	10314018	5711	DUP
Chr5	10314019	10318870	4851	DUP
Chr5	10318868	10319456	588	TL
Chr5	10319135	10319934	799	DUP
Chr5	10320063	10330485	10422	DUP
Chr5	10330484	10334817	4333	DUP
Chr5	10330486	10331000	514	DUP
Chr5	10330520	10331899	1379	DUP
Chr5	10335456	10348489	13033	INV
Chr5	10379656	10378672	984	INS
Chr5	10336003	10338695	2692	DUP
Chr5	10336344	10337030	686	DUP
Chr5	10350379	10356323	5944	TL
Chr5	10365595	10366640	1045	TL
Chr5	10366724	10368337	1613	TL
Chr5	10368337	10368533	196	DUP
Chr5	10368534	10368718	184	DUP
Chr5	10368718	10369262	544	DUP
Chr5	10369949	10370494	545	DUP
Chr5	10370492	10371009	517	TL
Chr5	10370999	10372166	1167	TL
Chr5	10372751	10373370	619	DUP
Chr5	10374241	10374294	53	DEL
Chr5	10398107	10398158	51	INS
Chr5	10416171	10417560	1389	DEL
Chr5	10400731	10405094	4363	DUP
Chr5	10400732	10405873	5141	DUP
Chr5	10400732	10405874	5142	DUP
Chr5	10402827	10405871	3044	DUP
Chr5	10432879	10446803	13924	TL
Chr5	10439041	10440326	1285	DUP
Chr5	10442484	10446739	4255	DUP
Chr5	10442484	10446802	4318	DUP
Chr5	10541604	10541668	64	INS
Chr5	10568923	10571073	2150	DEL
Chr5	10572389	10573159	770	DEL
Chr5	10446808	10449729	2921	DUP
Chr5	10562479	10562912	433	DUP
Chr5	10587544	10588115	571	DUP
Chr5	10587823	10588683	860	TL
Chr5	10608613	10608844	231	DUP
Chr5	10600202	10600419	217	INS
Chr5	10632798	10633563	765	TL
Chr5	10632805	10633563	758	DUP
Chr5	10652599	10653079	480	INS
Chr5	10656152	10656204	52	DEL
Chr5	10662295	10663701	1406	DUP
Chr5	10665866	10666356	490	DUP
Chr5	10681263	10681966	703	TL
Chr5	10681264	10681487	223	TL
Chr5	10681428	10681974	546	DUP
Chr5	10681609	10682246	637	DUP
Chr5	10688242	10689308	1066	INS
Chr5	10706974	10707280	306	DEL
Chr5	10714422	10714882	460	DUP
Chr5	10714580	10715452	872	DUP
Chr5	10733702	10734059	357	DEL
Chr5	10755902	10756252	350	DEL
Chr5	10771213	10771270	57	DEL
Chr5	10737911	10738623	712	DUP
Chr5	10764243	10765393	1150	DUP
Chr5	10793130	10794016	886	DUP
Chr5	10843640	10844327	687	DEL
Chr5	10817895	10818504	609	DUP
Chr5	10844520	10844828	308	DUP
Chr5	10850117	10853537	3420	TL
Chr5	10853605	10853864	259	TL
Chr5	10874589	10874739	150	DEL
Chr5	10907799	10907894	95	INS
Chr5	10919206	10920270	1064	INS
Chr5	10926457	10926716	259	DEL
Chr5	10936772	10936878	106	DEL
Chr5	10945833	10948288	2455	DUP
Chr5	10945834	10954129	8295	TL
Chr5	10948955	10949005	50	DEL
Chr5	10951481	10954122	2641	DUP
Chr5	10978729	10979121	392	INS
Chr5	10966907	10966961	54	DEL
Chr5	11001018	11017241	16223	DUP
Chr5	11001036	11008513	7477	DUP
Chr5	11001982	11011944	9962	DUP
Chr5	11008275	11018386	10111	DUP
Chr5	11011938	11017241	5303	DUP
Chr5	11038306	11038826	520	DUP
Chr5	11058606	11058669	63	DEL
Chr5	11089570	11094130	4560	INS
Chr5	11070357	11070421	64	DEL
Chr5	11128321	11128849	528	INS
Chr5	11059925	11061968	2043	DUP
Chr5	11078596	11085675	7079	DUP
Chr5	11079862	11085558	5696	DUP
Chr5	11080172	11081399	1227	DUP
Chr5	11086024	11092211	6187	DUP
Chr5	11099683	11100343	660	DUP
Chr5	11127656	11129478	1822	DUP
Chr5	11127659	11128846	1187	DUP
Chr5	11129135	11129435	300	DUP
Chr5	11129770	11130748	978	DUP
Chr5	11134241	11137742	3501	DUP
Chr5	11144024	11145080	1056	DUP
Chr5	11145281	11146182	901	TL
Chr5	11145291	11147977	2686	TL
Chr5	11147976	11148847	871	TL
Chr5	11148630	11148847	217	DUP
Chr5	11152638	11158087	5449	TL
Chr5	11162682	11163655	973	DUP
Chr5	11164365	11165856	1491	DUP
Chr5	11169228	11170946	1718	DUP
Chr5	11171038	11172162	1124	DUP
Chr5	11181584	11184521	2937	DUP
Chr5	11194526	11194848	322	DUP
Chr5	11194850	11195359	509	DUP
Chr5	11194850	11195361	511	DUP
Chr5	11195071	11195359	288	DUP
Chr5	11195353	11198434	3081	TL
Chr5	11198426	11201794	3368	TL
Chr5	11201670	11202864	1194	TL
Chr5	11203129	11203439	310	DUP
Chr5	11205073	11205400	327	DUP
Chr5	11206291	11210853	4562	TL
Chr5	11207089	11210692	3603	DUP
Chr5	11211027	11211337	310	DUP
Chr5	11213191	11214953	1762	DUP
Chr5	11218088	11218402	314	DUP
Chr5	11218403	11222907	4504	TL
Chr5	11223012	11223322	310	DUP
Chr5	11223012	11223322	310	DUP
Chr5	11223012	11223323	311	TL
Chr5	11223345	11225973	2628	TL
Chr5	11226517	11226621	104	DUP
Chr5	11227033	11228266	1233	TL
Chr5	11228287	11228390	103	DUP
Chr5	11228759	11228873	114	DUP
Chr5	11242472	11244088	1616	DUP
Chr5	11245849	11259744	13895	DUP
Chr5	11270542	11272045	1503	INS
Chr5	11278350	11278410	60	INS
Chr5	11295581	11295653	72	INS
Chr5	11286639	11286925	286	DUP
Chr5	11293244	11294411	1167	DUP
Chr5	11294397	11294918	521	DUP
Chr5	11319793	11320266	473	DUP
Chr5	11320515	11322324	1809	TL
Chr5	11321170	11326009	4839	DUP
Chr5	11323085	11324564	1479	DUP
Chr5	11323633	11326102	2469	DUP
Chr5	11326143	11330400	4257	DUP
Chr5	11326358	11331861	5503	DUP
Chr5	11347650	11348903	1253	DEL
Chr5	11374208	11374489	281	DEL
Chr5	11375842	11375922	80	DEL
Chr5	11390122	11390407	285	DEL
Chr5	11390480	11390556	76	INS
Chr5	11410677	11410736	59	INS
Chr5	11337303	11339149	1846	DUP
Chr5	11366625	11371563	4938	DUP
Chr5	11367569	11371458	3889	DUP
Chr5	11368784	11369153	369	DUP
Chr5	11396557	11403202	6645	DUP
Chr5	11396973	11400496	3523	DUP
Chr5	11397435	11401376	3941	DUP
Chr5	11397582	11397936	354	DUP
Chr5	11424669	11428477	3808	DUP
Chr5	11425970	11428481	2511	DUP
Chr5	11426529	11428483	1954	DUP
Chr5	11444155	11444302	147	INV
Chr5	11468550	11468988	438	INS
Chr5	11477082	11477216	134	INS
Chr5	11495448	11495987	539	DEL
Chr5	11512869	11514809	1940	DUP
Chr5	11517952	11521093	3141	DUP
Chr5	11523569	11523930	361	DUP
Chr5	11560864	11561434	570	DEL
Chr5	11573072	11574976	1904	DEL
Chr5	11557821	11558820	999	DUP
Chr5	11577598	11581130	3532	DUP
Chr5	11584345	11585754	1409	DUP
Chr5	11596052	11599318	3266	DUP
Chr5	11596628	11597800	1172	DUP
Chr5	11606043	11608726	2683	DUP
Chr5	11608998	11610144	1146	DUP
Chr5	11610728	11610891	163	DUP
Chr5	11627272	11631509	4237	DUP
Chr5	11627531	11631509	3978	DUP
Chr5	11641369	11641664	295	DUP
Chr5	11643564	11645450	1886	DUP
Chr5	11649089	11650910	1821	DUP
Chr5	11653006	11656563	3557	DUP
Chr5	11656595	11657354	759	DUP
Chr5	11686010	11687816	1806	DUP
Chr5	11686662	11691500	4838	DUP
Chr5	11689125	11691593	2468	DUP
Chr5	11691634	11695890	4256	DUP
Chr5	11695546	11697352	1806	DUP
Chr5	11695547	11695890	343	DUP
Chr5	11697402	11701023	3621	DUP
Chr5	11701550	11702267	717	DUP
Chr5	11709757	11710276	519	TL
Chr5	11710219	11710353	134	TL
Chr5	11710561	11711922	1361	DUP
Chr5	11711929	11713737	1808	DUP
Chr5	11721697	11723180	1483	DUP
Chr5	11723231	11723401	170	DUP
Chr5	11725025	11725525	500	DUP
Chr5	11725025	11725525	500	TL
Chr5	11725524	11726026	502	TL
Chr5	11732266	11732644	378	DUP
Chr5	11741589	11743201	1612	DUP
Chr5	11744469	11745314	845	TL
Chr5	11744469	11746180	1711	DUP
Chr5	11746180	11748040	1860	DUP
Chr5	11748145	11748846	701	DUP
Chr5	11748312	11752202	3890	DUP
Chr5	11752198	11752351	153	DUP
Chr5	11752332	11752786	454	DUP
Chr5	11752783	11753593	810	TL
Chr5	11763912	11765766	1854	TL
Chr5	11764292	11764609	317	TL
Chr5	11765384	11767444	2060	DUP
Chr5	11765968	11771876	5908	DUP
Chr5	11771879	11773629	1750	DUP
Chr5	11773346	11776713	3367	DUP
Chr5	11776521	11779522	3001	TL
Chr5	11779524	11781091	1567	DUP
Chr5	11779622	11782793	3171	DUP
Chr5	11782804	11782970	166	DUP
Chr5	11782971	11784603	1632	DUP
Chr5	11785152	11786485	1333	DUP
Chr5	11786873	11794603	7730	DUP
Chr5	11796906	11797093	187	DUP
Chr5	11797093	11797807	714	DUP
Chr5	11797476	11798213	737	DUP
Chr5	11805843	11806121	278	DEL
Chr5	11798311	11799796	1485	DUP
Chr5	11806421	11808293	1872	DUP
Chr5	11806423	11807822	1399	DUP
Chr5	11810265	11812059	1794	DUP
Chr5	11810905	11815743	4838	DUP
Chr5	11813367	11815836	2469	DUP
Chr5	11815877	11820131	4254	DUP
Chr5	11819787	11821593	1806	DUP
Chr5	11822671	11826800	4129	DUP
Chr5	11824417	11829081	4664	DUP
Chr5	11828449	11830761	2312	DUP
Chr5	11830761	11839053	8292	TL
Chr3	13253741	13253810	69	INS
Chr5	11831345	11834119	2774	DUP
Chr5	11836516	11841540	5024	DUP
Chr5	11840386	11845743	5357	DUP
Chr5	11846136	11848676	2540	DUP
Chr5	11850008	11851815	1807	DUP
Chr5	11851815	11855291	3476	DUP
Chr5	11854864	11856891	2027	DUP
Chr5	11856590	11860799	4209	DUP
Chr5	11858237	11868853	10616	DUP
Chr5	11868794	11873488	4694	DUP
Chr5	11877006	11878281	1275	DUP
Chr5	11882355	11885481	3126	DUP
Chr5	11883451	11888147	4696	DUP
Chr5	11886488	11889923	3435	DUP
Chr5	11888781	11893473	4692	DUP
Chr5	11891815	11895249	3434	DUP
Chr5	11895097	11897895	2798	DUP
Chr5	11898316	11901611	3295	DUP
Chr5	11899227	11903692	4465	DUP
Chr5	11903686	11904380	694	DUP
Chr5	11904007	11904806	799	DUP
Chr5	11905149	11908947	3798	DUP
Chr5	11909050	11911421	2371	DUP
Chr5	11911421	11912583	1162	DUP
Chr5	11912584	11913393	809	DUP
Chr5	11913489	11914768	1279	TL
Chr5	11913923	11914822	899	DUP
Chr5	11914632	11915028	396	DUP
Chr5	11914992	11915221	229	DUP
Chr5	11915222	11916699	1477	DUP
Chr5	11916702	11917951	1249	DUP
Chr5	11917666	11918206	540	TL
Chr5	11918029	11918321	292	DUP
Chr5	11919107	11919750	643	TL
Chr5	11924514	11927900	3386	TL
Chr5	11926562	11928105	1543	DUP
Chr5	11928104	11929338	1234	DUP
Chr5	11928925	11933616	4691	DUP
Chr5	11929814	11934511	4697	DUP
Chr5	11935195	11937001	1806	DUP
Chr5	11936657	11940914	4257	DUP
Chr5	11940958	11945566	4608	DUP
Chr5	11945570	11945906	336	DUP
Chr5	11945907	11947538	1631	DUP
Chr5	11946574	11951271	4697	DUP
Chr5	11950485	11955180	4695	DUP
Chr5	11955213	11955459	246	DUP
Chr5	11957633	11958827	1194	DUP
Chr5	11959071	11960129	1058	DUP
Chr5	11961937	11962758	821	TL
Chr5	11972875	11974097	1222	DUP
Chr5	11977765	11978080	315	DUP
Chr5	11978677	11979637	960	DUP
Chr5	11979186	11980557	1371	DUP
Chr5	11980584	11981762	1178	TL
Chr5	11981764	11982082	318	DUP
Chr5	11982125	11982696	571	DUP
Chr5	11982421	11984605	2184	DUP
Chr5	11984028	11985160	1132	TL
Chr5	11985300	11989042	3742	TL
Chr5	11985300	11990500	5200	DUP
Chr5	11991542	11994043	2501	DUP
Chr5	11994742	11996944	2202	DUP
Chr5	12000219	12001331	1112	DUP
Chr5	12001372	12003825	2453	DUP
Chr5	12002836	12004319	1483	DUP
Chr5	12005665	12006430	765	DUP
Chr5	12006441	12007210	769	DUP
Chr5	12007209	12007518	309	DUP
Chr5	12007211	12012532	5321	TL
Chr5	12009345	12012532	3187	DUP
Chr5	12012895	12016621	3726	DUP
Chr5	12015006	12017063	2057	DUP
Chr5	12015007	12018604	3597	DUP
Chr5	12019330	12020394	1064	DUP
Chr5	12022852	12023401	549	DUP
Chr5	12023608	12024192	584	DUP
Chr5	12024186	12024488	302	DUP
Chr5	12024597	12024876	279	TL
Chr5	12027730	12029289	1559	DUP
Chr5	12029289	12041965	12676	TL
Chr5	12029290	12032879	3589	DUP
Chr5	12034435	12043304	8869	DUP
Chr5	12035093	12036751	1658	TL
Chr5	12042859	12043306	447	DUP
Chr5	12043309	12050079	6770	TL
Chr5	12045656	12048859	3203	DUP
Chr5	12048954	12050838	1884	TL
Chr5	12052420	12053555	1135	DUP
Chr5	12052993	12059714	6721	DUP
Chr5	12063092	12063624	532	DEL
Chr5	12088865	12089265	400	DEL
Chr5	12100712	12101055	343	DUP
Chr5	12105607	12108187	2580	DUP
Chr5	12108233	12110351	2118	TL
Chr5	12109159	12110259	1100	DUP
Chr5	12112448	12112786	338	DUP
Chr5	12113703	12120134	6431	DUP
